dfb_Intercept,dfb_Mileage,dfb_Make,dfb_Model,dfb_Trim,dfb_Type,dfb_Cylinder,dfb_Liter,dfb_Doors,dfb_Cruise,dfb_Sound,dfb_Leather,cooks_d,standard_resid,hat_diag,dffits_internal,student_resid,dffits
-0.039337071022568997,0.05173967174345824,0.06428905904507544,0.0471916707404954,-0.04839276757790602,-0.03671831007587703,-0.056959982649589375,0.06173474317852886,0.039385270938361076,-0.024177177314765555,-0.022213667912883404,-0.020519014413935662,0.0016469125828756255,-1.1457982408570428,0.014830185659917271,-0.14058076324486043,-1.1460248991910351,-0.14060857250521033
-0.04218150945104346,0.029312453573657003,0.04277766241191287,0.03902133904090808,-0.027057141514846218,-0.024511161324828324,-0.036543364676779815,0.0361811425535516,0.026969713207833357,-0.006128347666795478,-0.023650737436896337,0.04667617537414749,0.0008010878699498361,-0.7174360021312733,0.018334065942001196,-0.09804618523633661,-0.7172160266380811,-0.09801612296194712
-0.041605152375966084,0.018519580330727536,0.047739509600024016,0.04357466610339353,-0.031161154613671683,-0.02736981199381516,-0.041240369363481355,0.04072053488574562,0.03016730985583646,-0.006560959435205126,-0.02677112045774126,0.05213971648339819,0.000936454983137279,-0.8008360005820631,0.017220161233216878,-0.10600688561431916,-0.8006545014922665,-0.10598286052898685
-0.0632423706248388,0.010280349875433194,0.06583383610083117,0.04438633492187736,-0.03637188271277409,-0.022865714643896206,-0.03533613375901019,0.03865000586009654,0.028578592002233637,-0.005458630206311158,0.041233221360308756,0.04633002117572546,0.00118875301180556,-0.8877846956303435,0.01777736970520756,-0.11943632672544278,-0.8876658403428983,-0.11942033676862757
-0.04605814763241976,-0.003831045943207011,0.0826217254300462,0.04310544947535765,-0.054744167119839864,-0.027696266139216073,-0.04588306878702598,0.05552394923335,0.034019199501537395,-0.021445927476369787,0.06948035714047066,-0.03587501158008362,0.0018398520761880495,-1.1688697058119617,0.015902668341161972,-0.14858743188525939,-1.1691404104418892,-0.1486218440233791
-0.02345467512570253,-0.010395141469989995,0.0380326655824447,0.03476282171755224,-0.026536201862118046,-0.021832302863110685,-0.033667049475769394,0.03304807861033188,0.024156273776874865,-0.004733921604640979,-0.021995965831931454,0.041625891947077685,0.0005847261330405973,-0.6378168123756778,0.01695566891672464,-0.0837658259464274,-0.6375777898048098,-0.08373443460853837
-0.025260226772543914,-0.012406121108975663,0.041606612715847695,0.03803148066517222,-0.029100179051744723,-0.02388502842572675,-0.036864149815827064,0.03617859111328045,0.026431302179330284,-0.0051584979492069645,-0.02409041356087538,0.04554110292196717,0.0007017335802707577,-0.6976848223862666,0.017005370557943354,-0.09176493318936756,-0.6974585880425082,-0.09173517708922892
-0.025376045711710312,-0.013898702970103424,0.042563606184445525,0.038908554578533074,-0.029851646045059927,-0.02443573161776809,-0.03775104295952634,0.037039883125636705,0.02704514621613849,-0.005253483063770393,-0.024676592490815576,0.04659280393643639,0.0007370062165260885,-0.7136820064397899,0.0170673719809483,-0.0940429401832645,-0.7134607605764869,-0.0940137862865701
-0.041187175134917736,-0.02740665054877049,0.08994045243705141,0.04697618323688617,-0.061174745719149694,-0.03017992393081729,-0.050704239216196934,0.061007221960975196,0.03715066037898924,-0.022887494305079005,0.07498913114620127,-0.038941009989151995,0.002239669529436698,-1.271634198603979,0.016348653162097722,-0.16393911782500348,-1.2721304854312454,-0.1640030991371918
-0.0021547417007106084,-0.03566373272237477,0.052588066917953626,0.03876389420018273,-0.04488213174279239,-0.030120990636417887,-0.049108677541173595,0.0523736914061935,0.032599079007086716,-0.018232420384062285,-0.020256518045432916,-0.016417089345336203,0.001056846617599071,-0.9365834406266549,0.014251687803272307,-0.11261509406464505,-0.9365107416466608,-0.1126063527159138
-0.036523036988710095,0.020805847414993563,0.03210592286286201,-0.010101602085678901,0.030517466994982836,0.00469748260683799,0.01148605985109207,-0.007998313766112862,-0.00846660140988148,-0.0017465547424132353,0.024461782986724127,0.02285976584925884,0.00031849111907022434,-0.4456919889496227,0.018876974322507414,-0.061821464143472796,-0.44546639604023097,-0.0617901723897398
-0.01218076973015404,0.005791628538973251,0.014220335078030584,-0.0044815456195643495,0.01683617450114811,0.0005064060913241971,0.0031892609417649305,-0.002408676423065498,-0.0032900531369022385,-0.001306785155757853,-0.006415033303943153,0.015912998063070692,7.857478700590733e-05,-0.2476165806153459,0.015145275817784543,-0.030706635179890484,-0.2474697869646014,-0.030688431475320563
-0.00979773412104857,0.003485272747038867,0.012084452827696861,-0.0038041400727435947,0.01420737860814669,0.00042801037193715197,0.0026624986360106774,-0.0020109386475918286,-0.002787796586630028,-0.0010824052728941511,-0.00548980273395237,0.013527855537571219,5.5726044161373114e-05,-0.21043406194671727,0.014876408781887306,-0.02585947659827007,-0.21030704965007987,-0.025843868519035165
-0.008950579563645197,0.0018296055283597667,0.031481977506928764,-0.018161142786057405,0.03598589981861114,0.002378074558906724,0.007708631256327273,-0.003266967261980709,-0.009513363551393931,-0.010118592954790135,-0.007603603673314266,-0.010759145300466202,0.00031224890616682603,-0.5840401324157408,0.010865559985486755,-0.061212636554897,-0.583797033733991,-0.06118715763585187
-0.004807725402470632,-0.006327452431916943,0.027653251689004687,-0.01592699205796838,0.031057075562022286,0.0020756907507091457,0.0065072234023059415,-0.0026714287382085936,-0.008311175786281717,-0.008731152445876023,-0.006891956051363848,-0.009413102332848765,0.00024394600178800856,-0.5128722548064477,0.011006518526874703,-0.05410500920853912,-0.5126335041846535,-0.05407982242085532
-0.006637502575972283,-0.002779759131518512,0.011017912137211676,-0.003450641643279172,0.012538674105697745,0.00038055572565916284,0.002229529622965084,-0.0016843355981449133,-0.00250818764447741,-0.000870328128137266,-0.005164137833158595,0.012354562183015604,4.6083647427581394e-05,-0.19177879199522177,0.014813086816893117,-0.023516032172349502,-0.19166213156405676,-0.02350172719929187
-0.023841792676715892,-0.0054364676929479685,0.02921632908917802,-0.009119833599570939,0.02607932430088366,0.004232772721924374,0.009639757022046579,-0.00666688224340524,-0.007566630988666688,-0.0011135008810277637,0.02158487240626709,0.02089535256356057,0.00023597604951459297,-0.40569951246877434,0.01691344047611652,-0.05321383837100191,-0.4054854439783568,-0.05318575993930727
-0.0030365574590074072,-0.014848459014152424,0.03341379625755241,-0.019221688967748188,0.03702526626479524,0.0024961286817052697,0.007623188978096763,-0.0030479794559279665,-0.010001467586387869,-0.010407578957185219,-0.00852107137649472,-0.011339886984340073,0.000369493070060499,-0.619416393252111,0.011424364630313363,-0.0665876628267278,-0.6191752188983549,-0.0665617364277411
-0.003364638729633756,-0.00945185924070563,0.01001457339498466,-0.0031157714006276346,0.010914662242311446,0.00033464856218180425,0.0017963516018364497,-0.0013576040203982693,-0.002240762713007014,-0.0006555917870432672,-0.004878524897153761,0.011253493141697704,4.494920537299944e-05,-0.17397210577430972,0.017509446099787586,-0.0232247812578718,-0.1738655623781753,-0.023210558017550145
0.004561235414463754,-0.029419325768580164,0.025820752978732642,-0.014796124091630265,0.027362332780327733,0.0018991137942973003,0.005294002051794832,-0.0019070427343343705,-0.007626465948707649,-0.007687786621462535,-0.007066619240343358,-0.008678046027009122,0.00028164739623157007,-0.4776482068603381,0.01459769406309347,-0.05813577861161611,-0.47741533440648953,-0.058107435112724586
-0.007777465991108683,0.006600570671183262,0.007605217646334071,-0.0023579711448042423,0.008907729109483856,0.0002446777085647675,0.0018238043148656876,-0.0013774032187313305,-0.0017161324760932202,-0.0008108428107074948,-0.0033365963048446485,0.008488899639072118,2.4875783299030132e-05,-0.13255621681823454,0.016704816952786812,-0.017277424564684448,-0.132473975434138,-0.017266705193357098
-0.007761486619363646,0.011145485264413712,0.013930341739614311,-0.00797843402285642,0.015979302006551982,0.0010081763087533984,0.003758745046751597,-0.0017056477802072031,-0.00414679093207491,-0.004770923518410785,-0.0030809795501181296,-0.0048569133306107844,6.9929837798657e-05,-0.2588093138883525,0.01237305361412777,-0.028968224895286283,-0.25865681055751466,-0.028951155375188192
-0.0066925515698910846,0.007525458645068498,0.015232626622012628,-0.008709370694473865,0.017148794072991625,0.0010947053645947058,0.003955069949702154,-0.001748634853284597,-0.004507929862061911,-0.005124750105784647,-0.003494201354771576,-0.005288885548324222,7.590934217962333e-05,-0.2830891787199528,0.011238836081487694,-0.03018132048395961,-0.28292471875794073,-0.030163786720066865
-0.02502122582995708,0.010919662794678285,0.03838085594411383,-0.01978654470097168,0.03307883625534659,0.0069012329676339836,0.014495562046497875,-0.007639571453670941,-0.012042065249590264,-0.009078342362033698,0.03786937953377844,-0.017764157414015703,0.0004039337346284975,-0.5609832959110866,0.015168871724631302,-0.0696218702387545,-0.5607404444790179,-0.06959173071229441
-0.014273842533785703,0.0018555179955512566,0.015427337634567323,-0.004749953906294803,0.013543887273549167,0.0021934569616136506,0.005252589136714046,-0.0036426468983726174,-0.003920491535941851,-0.0007498523456593475,0.011549715339574966,0.010993576128741874,6.426940479861362e-05,-0.21457324446787115,0.016474789880644033,-0.027771079517789066,-0.2144439720467409,-0.027754348472427057
-0.02164775874055506,0.0035906935621813976,0.03736583579558961,-0.019241061018253482,0.03171575886469666,0.006706402050353764,0.013877282868203757,-0.007261109296886149,-0.011683427123633561,-0.008699629040122073,0.03667136259879093,-0.01726031232746573,0.00037438628691233047,-0.546155628975697,0.014838021400554048,-0.06702712468059453,-0.5459135365192141,-0.06699741380625027
-0.010136356241190614,-0.0003555250488703158,0.011689361953192411,-0.0035938210382337387,0.010140054766985023,0.0016589664203535228,0.003921178997798022,-0.0027158448091486793,-0.002960612007728487,-0.0005337640683362033,0.008702456956362058,0.008336606158373507,3.6735023201381496e-05,-0.16256954581920846,0.01640586413117702,-0.020995720478625593,-0.16246959192216617,-0.02098281151666427
-0.014640823298839091,-0.0018017768371978704,0.017449000572953136,-0.005360804582552158,0.01504812516357057,0.002474197031620986,0.005810860634286683,-0.004022110526271193,-0.004412190539945476,-0.0007719379833022169,0.012955149423200075,0.012449111542497124,8.208764089351468e-05,-0.24264516483945506,0.01645545039199215,-0.03138553314382562,-0.2425009452114071,-0.031366878702806425
-0.0019352482732508496,-0.004979123627921013,0.015457594009318025,-0.008797592348027638,0.016524363946724515,0.0010899796079396138,0.0035938658026119846,-0.0014592914126577417,-0.004502725006055029,-0.004950973638964207,-0.0038845956816943093,-0.00530724885050904,7.526701808433917e-05,-0.2871245730006923,0.010837099264963415,-0.030053356168855256,-0.28695818558578934,-0.030035940382425574
-0.016511418714915776,-0.005603678434932762,0.021244943013893253,-0.006516876719109571,0.018085190939690132,0.003006589000520138,0.00696128929417136,-0.004811526169959823,-0.005352755870408838,-0.0008732711280256196,0.015678981261079798,0.015170371696456644,0.00012386815078095666,-0.2953398947316649,0.01675553043425602,-0.0385540893988106,-0.29516963835154364,-0.0385318638890945
0.010221572209881104,-0.004934836473598875,-0.01418209947698982,0.0041107746310075684,-0.014952180521094975,-0.0015611445318058647,-0.008517062324506728,0.00812375566772884,0.00457166348956815,0.0007610454861366349,0.00564354052902727,-0.015556181071570896,7.446099347251143e-05,0.23920256000482726,0.015376190789039637,0.029892004310018042,0.23906013616898117,0.02987420628179094
